2020-05-11, 210
2020-05-12, 211.5
2020-05-13, 209.8
2020-05-14, 215.9
2020-05-15, 211.4
2020-05-16, 205.4
2020-05-17, 210
2020-05-24, 205
2020-05-30, 198
2020-06-07, 202
2020-06-14, 210
2021-06-20, 250
